record_type,medium,rho_cells_mL,D_m2_s,Cinf_uM,Km_uM,q_mol_cell_s,q_factor,A10,A50,A90,A_dead_1e3,R10_um,R50_um,R90_um,Rdead_1e3_um,R_Da1_um,depletion_at_Da1,eta_at_Da1,planar_C_over_Cinf_1e3_um
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,1.0,8.330000000000001e-20,0.1,0.21090928022331965,1.086337227545553,2.2235846021230494,4.581943243912859,225.029959442416,510.71054885993834,730.6667188610361,1048.8595812154883,489.9959575500253,0.46220229494829945,0.9724850167389639,1133.4100737412562
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,1.0,8.33e-19,1.0,0.21090928022331965,1.086337227545553,2.2235846021230494,4.581943243912859,71.16072136133485,161.50085594721142,231.05710420827842,331.67852223313,154.95032701332585,0.46220229494829945,0.9724850167389639,358.415735600177
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,1.0,8.33e-18,10.0,0.21090928022331965,1.086337227545553,2.2235846021230494,4.581943243912859,22.5029959442416,51.07105488599383,73.0666718861036,104.88595812154882,48.99959575500253,0.46220229494829945,0.9724850167389639,113.34100737412561
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,5.0,8.330000000000001e-20,0.1,0.2545531639266818,1.432194502065142,3.977737599069876,16.02596006122412,247.21894390376642,586.3993743056933,977.2609883713394,1961.5732263932412,489.9959575500253,0.3672715860708574,0.9224736132029556,1939.343179048351
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,5.0,8.33e-19,1.0,0.2545531639266818,1.432194502065142,3.977737599069876,16.02596006122412,78.17749434773002,185.43576413036095,309.0370591680757,620.3039192607757,154.95032701332585,0.3672715860708574,0.9224736132029556,613.2741610504527
factorial_sensitivity,oxygen,1000000000.0,1e-09,20.0,5.0,8.33e-18,10.0,0.2545531639266818,1.432194502065142,3.977737599069876,16.02596006122412,24.721894390376644,58.63993743056933,97.72609883713395,196.15732263932412,48.99959575500253,0.3672715860708574,0.9224736132029556,193.9343179048351
factorial_sensitivity,oxygen,1000000000.0,1e-09,55.0,0.1,8.330000000000001e-20,0.1,0.2003959398340824,1.0031344672200984,1.8141037890561804,2.169213829049196,363.750252218318,813.8388549571714,1094.434838546091,1196.7681599975756,812.5663699921729,0.49843929302051937,0.9987813930937915,1187.6405279121716
factorial_sensitivity,oxygen,1000000000.0,1e-09,55.0,0.1,8.33e-19,1.0,0.2003959398340824,1.0031344672200984,1.8141037890561804,2.169213829049196,115.02792964706005,257.3584430008077,346.09068404442905,378.451321676115,256.95604792303624,0.49843929302051937,0.9987813930937915,375.56491097272414
factorial_sensitivity,oxygen,1000000000.0,1e-09,55.0,0.1,8.33e-18,10.0,0.2003959398340824,1.0031344672200984,1.8141037890561804,2.169213829049196,36.3750252218318,81.38388549571715,109.4434838546091,119.67681599975758,81.25663699921729,0.49843929302051937,0.9987813930937915,118.76405279121718
factorial_sensitivity,oxygen,1000000000.0,1e-09,55.0,0.5,8.330000000000001e-20,0.1,0.2019831401298888,1.0156910607220897,1.8759194592243387,2.3937902677493805,365.1879206281003,818.9165707301971,1112.9251026019965,1257.1928214202794,812.5663699921729,0.49235956403281056,0.9941012757691957,1354.5837588750906
